,comment_text,TOXIC
520,HELLO HOW DO I GET SOMEBODY TO FIX SHIT AROUND HERE?,1
521,"Dictionaries

How dare you call my contribution spam!!! I am a Kurd and I made a lsit of kurdish dictionaries. you bloody turkish nationalist and atoricity commiting bone breaking Nazi. watch out folk this slimy Turk is trying to censor the internet this is not undemocratic Turkey here, no prison cells in wikipedia you stupid Turk! And you buggers want membership to the EEC",1
522,"""

Apparently, other editors agree that the edits I made were justified.  A group of meat-puppets working as a team to revert an article to their own POV is what has caused this block.  At issue was the """"advert"""" tag which is justified, was placed on the article by one editor, replaced by me, replaced again by another editor, and replaced again by me.  Three editors, so far, have indicated the tag belongs there.  I'm sure a forth editor is going to weigh in on this side too.  The article is riddled with brochure language.  Please note that I was removing brochure language right up to the lock-up of the article.  There's still lots more in there that needs to come out before the advert tag should be removed.  Additionally, I don't believe I broke the 3RR rule which requires a fourth reversion.   

""",0
523,"While I agree that Indus valley civilisation is the correct name for the civilisation, the passage quoted above is not neccecarily factual in terms of saying Second there is no proof at all that the mighty Sarasvati of the Rigveda was in fact this (now dry) river- the identification is itself open to doubt.. Apart from there being facts/proof to indicate that Saraswati did exist as this dry river ( including geological facts as to why it dried up) The evidence also points to the fact that it was NOT a tributary of the Indus, ( refuting point 3 of the passage quoted above ) and in fact drew the waters of the Sutlej and the Yamuna to be a river system of it's own. And though a large number of sites have been found along this river system, none of them are of the scale of Harrapa / Mohenjodaro, leaving the Indus Valley tag as the correct one. Saraswati did exist,today the timing is disputed and not the existence, Wheter it is vedic and indic vs Harrapan and non vedic is more disputed today than it's existence.",0
524,""" December 2015 (UTC)

Thanks. I have started working on Pranagnihotra Upanishad but I am unable to get the full text from the Deussen's Sixty Upanishads (pages 646-648 do not appear in the book under Google url}. Can you suggest a url which gives the full text? In the meanwhile I have completed this short article Sharabha Upanishad which you may like to see and add/edit. Nvvchar. 01:52, 3""",0
525,I insulted people on en.wiki with criteria to provoke my filter set. You are simply abusing the power people handed over.,0
526,"""
Excellent! That would be great. The comments found at its peer review should also be very helpful, but I haven't had any time to actually act upon those suggestions. Cheers. —Hello! """,0
527,"How do you know he is dead.  Its just his plane that crashed.  Jeezz, quit busting his nuts, folks.",1
528,"""

Afican Union site vandalism

Dear BracketBot, I wrote this note to inform you that an editor is performing acts of vandalism in the website of the """"African Union"""" https://en.wikipedia.org/wiki/African_Union. Please I would appreciate if you could tell me who I should report this action?, the Board Index name is https://en.wikipedia.org/wiki/User:Knisfo

   """,0
529,"You are a know it all.....Jimbo! 

Why don't you get a life instead of sitting in front of your computer all day. The high priestess of knowledge, indeed!",1
530,"""
All of those statements need to be referenced.  Leaving an article unreferenced in every section opens the door for original research and the introduction for factually inaccurate information.  To point out one thing, I'll bring up Consolidated Appropriations Act, 2012.  First, it has a number of tags on it, the creation of articles that need to be tagged should be reason number 1 to remove the flag.  Second, the only reference/link provided on the article is this one while the information is from various subpages of that.  It appears that the entirety of the article is found at this deeper link.  It's possible that some came from this as well, I can't tell.  I'll also note that the style of the summary it was taken from was never meant to be encyclopedic, so the article is riddled with grammatical errors, mostly incomplete sentences.  On creation, the opening read """"Consolidated Appropriations Act, 2012 (H.R. 2055) is a bill passed to the 112th United States Congress""""  I've never heard this usage (to rather than by) and assume it is incorrect, another editor changed it, the lead is also missing an important determiner.  In any case, you can take a look at  Vesey """,0
